Sýra;Fransýzca Kelime;Ýsveççe Anlamý;Türkçe Anlamý
1077;une adoration;en tillbedjan, en dyrkan;
1078;un appartement;en lägenhet;
1079;une session;"en session; ett sammanträde";
1080;entamer;påbörja;
1081;un ménage;"ett hushåll; hushållsbestyr";
1081;ménager;ha hand om, arrangera;
1081;un ménagement;en omtanke;
1082;une misère;en misär;
1082;misérable;miserabel;
1083;écraser;krossa;
1083;écrasant;förkrossande;
1084;un restaurant;en restaurang;
1084;restaurer;återställa;
1084;une restauration;"en restaurering; en förnyelse";
1085;une discrimination;en diskriminering;
1085;discriminatoire;diskriminerande;
1086;une huile;en olja;
1087;sacré;helig;
1087;sacrer;"kröna; helga";
1088;un, une adversaire;en moståndare;
1088;adverse;"motsatt; motståndar-";
1089;un sac;"en påse; en väska; en säck";
1090;un stock;ett lager;
1090;un stockage;en lagring;
1090;stocker;lagra;
1091;invoquer;åkalla;
1092;compromettre;kompromissa;
1092;un compromis;en kompromiss;
1093;arracher;slita loss, rycka upp;
1094;sombre;mörk;
1094;sombrer;"mörkna; sjunka ner";
1095;une barre;"en stång; en bom; en ribba; ett streck";
1095;une barrière;"en barriär; ett staket";
1095;un barrage;en barriär;
1095;barrer;blockera;
1095;un barreau;"en ribba; ett advokatsamfund";
1096;épargner;bespara;
1096;une épargne;ett sparande;
1096;un, une épargnant;en sparare;
1097;chronique;kronisk;
1097;une chronique;en krönika;
1097;un chroniqueur;en krönikör;
1098;un mec;en kille;
1099;une solidarité;en solidaritet;
1099;solidaire;solidarisk;
1100;restreindre;begränsa;
1100;une restriction;en restriktion;
1100;restrictif;restriktiv;
1101;une décennie;ett decennium;
1102;dîner;äta middag;
1102;un dîner;en middag;
1103;une fortune;en förmögenhet;
1103;fortuné;välbärgad;
1104;soupçonner;misstänka;
1104;suspect;misstänkt;
1104;un suspect;en misstänkt;
1104;un soupçon;en misstanke;
1104;suspecter;misstänka;
1105;merde;skit(!);
1105;une merde;en skit;
1105;emmerder;störa, irritera;
1106;féminin;feminin;
1106;le féminin;femininum;
1106;un, une féministe;en feminist;
1107;un désert;en öken;
1107;désert;öde;
1108;un vêtement;ett klädesplagg;
1108;revêtir;beklä, täcka;
1108;vêtir;klä;
1108;vêtu;klädd;
1109;autochtone;infödd;
1109;un, une autochtone;en infödd, en urinvånare;
1110;un continent;en världsdel;
1110;continental;kontinental;
1110;intercontinental;interkontinental;
1111;un tabac;en tobak;
1111;le tabagisme;"tobaksmissbruk; nikotinförgiftning";
1112;une ampleur;"en omfattning; ett omfång";
1112;ample;omfattande;
1112;une amplitude;en omfattning;
1112;amplement;utförligt;
1113;un désastre;en katastrof;
1113;désastreux;katastrofal;
1114;joli;vacker, snygg;
1115;un écho;ett eko;
1116;une fusion;"en smältning; en sammanslagning";
1116;fusionner;slå samman;
1117;une innovation;en uppfinning;
1117;innovateur;nydanande, innovativ;
1117;un innovateur;en innovatör, en nyskapare;
1117;innover;uppfinna;
1118;une sélection;"ett urval; en uttagning";
1118;un sélectionneur;"en person som sköter laguttagning; en förbundskapten för landslag";
1118;sélectionner;välja ut;
1118;sélectif;"selektiv; urvals-";
1119;confondre;blanda samman;
1119;fondre;smälta;
1120;honnête;ärlig;
1120;une honnêteté;en ärlighet;
1120;honnêtement;ärligt;
1121;une automobile;en bil;
1121;un, une automobiliste;"en bilförare; en bilist";
1122;un record;ett rekord;
1123;excessif;överdriven;
1123;un excès;ett överflöd;
1123;un excédent;ett överskott;
1123;excéder;överstiga;
1123;excédentaire;"överskotts-; överstigande";
1123;excessivement;"överdrivet; omåttligt";
1124;ridicule;löjlig;
1124;ridiculiser;förlöjliga;
1125;un paquet;ett paket;
1126;un organe;ett organ;
1126;organique;organisk;
1127;un protocole;ett protokoll;
1128;un écran;en skärm;
1129;sonner;"ringa (med, på); klinga";
1129;une sonnerie;en ringning;
1129;une sonnette;en (ring-)klocka;
1130;protester;protestera;
1130;un protestant;en protestant;
1130;une protestation;en protest;
1130;protestataire;protesterande;
1131;curieux;nyfiken;
1131;un curieux;en nyfiken person;
1131;une curiosité;en nyfikenhet;
1131;curieusement;konstigt;
1132;effacer;sudda;
1133;creuser;gräva;
1133;creux;ihålig;
1133;un creux;"ett hål; en hålighet";
1134;une allusion;en anspelning;
1135;préalable;tidigare;
1135;préalablement;tidigt;
1136;traîner;"släpa; gå och driva";
1136;traînant;släpande;
1136;une traîne;ett (klännings-)släp;
1136;une traînée;"en strimma; ett streck";
1137;un domicile;en bostad;
1138;un oiseau;en fågel;
1139;un sacrifice;ett offer;
1139;sacrifier;offra;
1140;un biais;"en skevhet; en utväg";
1141;une feuille;ett blad (även i böcker), ett löv;
1141;feuilleter;bläddra i;
1141;un feuillage;ett lövverk;
1142;une délégation;en delegation;
1142;déléguer;delegera;
1142;un délégué;"ett ombud; en delegat";
1143;épuiser;tömma;
1143;un épuisement;en tömning;
1143;inépuisable;outtömlig;
1143;épuisant;tröttande;
1144;un champion;en mästare;
1144;un championnat;ett mästerskap;
1145;un congé;en ledighet;
1145;congédier;"köra bort; avskeda";
1146;une taxe;"en skatt; en avgift";
1146;taxer;beskatta;
1146;une surtaxe;"en tilläggsavgift; en övertaxering";
1147;serrer;"trycka; hålla; krama";
1147;resserrer;strama åt;
1147;serré;packad, trång;
1147;une serre;ett växthus;
1147;un resserrement;"en åtdragning; en inklämning";
1147;desserrer;"lösa; lossa";
1148;inverse;"omvänd; motsatt";
1148;inverser;kasta om;
1148;inversement;omvänt;
1148;une inversion;en omkastning;
1149;un revers;"en baksida; en backhand";
1149;irréversible;oåterkallelig;
1150;intituler;"betitla; kalla";
1150;un intitulé;en titel;
1151;avérer;visa sig vara;
1152;un papa;en pappa;
1153;gêner;"besvära; göra generad";
1153;gênant;genant;
1153;une gêne;ett obehag;
1153;gêné;generad;
1154;un cycle;en cykel;
1154;recycler;återvinna;
1155;accumuler;samla;
1155;une accumulation;"en samling; en anhopning";
1156;sauvage;vild;
1157;un alcool;en sprit;
1157;un, une alcoolique;en alkoholist;
1157;alcoolique;alkoholiserad;
1157;l'alcoolisme;alkoholism;
1158;un prétexte;en förevändning;
1159;gratuit;gratis;
1159;gratuitement;gratis;
1159;une gratuité;en kostnadsfrihet;
1160;une jambe;ett ben;
1161;un privilège;en förmån;
1161;privilégier;ge fördelar;
1161;privilégié;priviligierad;
1161;un privilégié;en priviligierad person;
1162;le midi;"söder; klockan tolv på dagen";
1163;un disque;"en skiva; en platta";
1164;une race;en ras;
1164;le racisme;rasism;
1164;raciste;rasistisk;
1164;un, une raciste;en raciste;
1164;racial;ras-;
1165;une atmosphère;en atmosfär;
1165;atmosphérique;atmosfärisk;
1166;une épaule;en axel;
1166;épauler;stötta;
1167;une circonscription;en valkrets;
1167;circonscrire;"rita en ring kring; begränsa";
1168;debout;upprätt, stående;
1169;un flux;ett flöde;
1169;un afflux;en tillströmning;
1170;un horizon;en horisont;
1170;horizontal;horisontell;
1171;une subvention;en subvention;
1171;subventionner;subventionera;
1171;subvenir;"stå för; sörja för";
1172;formel;formell;
1172;une formalité;en formalitet;
1172;formellement;formellt;
1172;informel;informel;
1172;formaliser;formalisera;
1173;un lait;en mjölk;
1173;laitier;mjölk-;
1174;une bibliothèque;"ett bibliotek; en hylla";
1175;absurde;absurd;
1175;une absurdité;en absurditet;
1176;un océan;hav, världshav;
1176;océanique;havs-;
1177;dicter;diktera;
1177;une dictature;en diktatur;
1177;un dictateur;en diktator;
1177;un dicton;ett ordstäv;
1178;une stabilité;"en stabilitet; en stadighet";
1178;stable;stabil;
1178;instable;instabil, ostadig;
1178;une instabilité;en instabilitet, en ostadighet;
1178;stabliser;stabilisera, göra stadig;
1178;une stabilisation;en stabilisering;
1178;déstabiliser;"destabilisera; rubba";
1178;une déstabilisation;en destabilisering;
1179;un, une capitaine;en kapten;
1180;solliciter;efterfråga;
1180;une sollicitude;en efterfrågan;
1181;convoquer;"kalla in; kalla samman";
1181;une convocation;en kallelse;
1182;primaire;"grundläggande; primär";
1182;un primaire;ett låg- och mellanstadium (ung);
1182;une primauté;ett företräde;
1183;un patrimoine;"ett arv; en förmögenhet";
1183;une patrie;ett fosterland;
1183;un, une compatriote;en landsman;
1183;patriotique;patriotisk;
1183;rapatrier;repatriera, återföra till hemlandet;
1183;le patriotisme;le patriotism;
1183;un rapatriement;en repartiering, ett återförande till hemlandet;
1183;un, une patriote;en patriot;
1183;un patriache;en patriark;
1183;expatrier;landsförvisa;
1184;adjoint;biträdande;
1184;un adjoint;en assistent;
1185;ultime;sist;
1185;un ultimatum;ett ultimatum;
1186;écouler;sälja, rinna ut;
1186;couler;"rinna; flyta; gå till botten";
1186;découler de;vara en följd av;
1186;un écoulement;"ett avlopp; ett flöde";
1186;une coulée;en gjutning;
1187;amuser;roa;
1187;amusant;rolig, roande;
1188;complémentaire;kompletterande;
1188;un complément;ett tillägg, ett komplement;
1188;une complémentarité;en komplementär förmåga;
1189;un camion;en lastbil;
1189;une camionnette;en skåpbil;
1189;un camionneur;en lastbilsförare;
1190;glisser;"glida; halka";
1190;un glissement;en glidning;
1190;glissant;hal;
1191;un prêtre;en präst;
1192;exagérer;överdriva;
1192;une exagération;en överdrift;
1192;exagéré;överdriven;
1193;un décès;en bortgång, ett dödsfall;
1193;décéder;avlida;
1193;décédé;avliden;
1194;psychologique;psykologisk;
1194;la psychologie;psykologi;
1194;psychologiquement;psykologiskt;
1195;réviser;"se över; revidera";
1195;une révision;en granskning, en revidering;
1196;un profil;en profil;
1196;profiler;profilera;
1197;rater;"misslyckas; missa";
1197;raté;misslyckad;
1198;tranquille;lugn;
1198;tranquillement;lugnt;
1198;une tranquilité;ett lugn;
1199;une performance;en prestation;
1199;performant;"högpresterande; effektiv";
1200;un angle;en vinkel;
1201;un divorce;en skilsmässa;
1201;divorcer;skilja sig;
1202;une horreur;en hemskhet;
1202;horrible;förskräcklig;
1203;envahir;invadera;
1203;une invasion;en invasion;
1203;un envahisseur;en inkräktare;
1204;une faculté;"en fakultet; ett universitetet";
1205;brillant;briljant;
1205;un brillant;"en glans; en briljant";
1205;briller;skina;
1206;un pacte;en pakt;
1207;lent;långsam;
1207;lentement;långsamt;
1207;une lenteur;en långsamhet;
1208;négliger;försumma;
1208;négligeable;försumbar;
1208;une négligence;"en försumlighet; ett slarv";
1209;plaider;åberopa;
1209;un plaidoyer;ett försvarstal;
1209;une plaidoirie;ett försvarstal;
1210;récompenser;belöna;
1210;une récompense;en ersättning, ett pris;
1211;une glace;"en is; en glasruta; en spegel; en glass";
1211;glacer;förvandla till is, kyla;
1211;un glacé;en topping, en frosting;
1211;glacé;"iskall; isig";
1211;un glacier;"en glassförsäljare; en glaciär";
1212;une gare;en järnvägsstation;
1212;garer;parkera;
1213;un drapeau;en flagga;
1214;réparer;"laga; gottgöra";
1214;une réparation;en reparation;
1214;irréparable;som ej går att reparera;
1214;un réparateur;en reparatör;
1215;jaune;gul;
1216;pacifique;fredlig;
1216;pacifiste;freds-;
1216;un, une pacifiste;en fredsvän;
1216;pacifiquement;fredligt;
1217;une bête;ett djur, ett odjur, ett dumhuvud;
1217;bête;dum;
1217;le bétail;boskap;
1217;une bêtise;en dumhet;
1217;bêtement;dumt;
1218;une racine;en rot;
1218;s'enraciner;slå rot;
1219;compenser;kompensera;
1219;une compensation;en kompensation;
1219;compensatoire;kompenserande;
1220;pénétrer;penetrera;
1220;une pénétration;en penetrering;
1220;impénétrable;ogenomtränglig;
1221;dérouler;rulla upp;
1221;rouler;rulla;
1221;un déroulement;en utveckling, ett skeende;
1221;un rouleau;en rulle;
1221;enrouler;rulla om, rulla in;
1221;roulant;rullande;
1221;un roulement;ett rullande, ett mullrande;
1221;une roulotte;en husvagn;
1221;une roulette;"ett litet hjul; en roulette";
1222;heurter;stöta till;
1222;un heurt;en stöt;
1223;un football;en fotboll;
1223;un footballeur;en fotbollsspelare;
1223;un foot;en fotboll;
1224;une tactique;en taktik;
1224;tactique;taktisk;
1225;une thèse;"en tes; en avhandling";
1226;surgir;dyka upp;
1227;un prince;en prins;
1227;une princesse;en prinsessa;
1227;une principauté;ett furstendöme;
1228;une vidéo;en video;
1229;semer;så;
1229;une semence;"en sådd; en sädesvätska";
1229;parsemer;översålla, beströ;
1230;une cuisine;ett kök;
1230;un cuisinier;en kock;
1230;cuisiner;"laga mat; tillreda";
1231;succéder;efterträda;
1231;une succession;en följd;
1231;successif;följande;
1231;un successeur;en efterträdare;
1231;successivement;successivt;
1232;rebelle;rebellisk;
1232;un, une rebelle;en rebell;
1232;une rébellion;ett uppror;
1232;rebeller;göra uppror;
1233;fumer;"röka; ryka";
1233;une fumée;en rök;
1233;un fumier;"ett gödsel; en skitstövel";
1233;un fumeur;en rökare;
1234;une viande;ett kött;
1235;un paramètre;en parameter;
1236;un gré;"en önskan; en vilja";
1237;similaire;liknande;
1237;une similitude;en likhet;
1238;discret;diskret;
1238;une discrétion;en diskretion;
1238;discrètement;diskret;
1238;indiscret;indiskret;
1238;une indiscrétion;en taktlöshet, en påflugenhet;
1239;un miracle;ett mirakel;
1239;miraculeux;mirakulöst;
1240;une expansion;en utbredning;
1241;mutuel;ömsesidig;
1241;mutuellement;ömsesidigt;
1242;sage;"vis; snäll; lydig";
1242;une sagesse;en visdom;
1242;sagement;vist, snällt, lydigt;
1243;grimper;klättra;
1244;une pause;"en paus; ett avbrott";
1245;chimique;kemisk;
1245;une chimie;en kemi;
1245;un, une chimiste;en kemist;
1246;une compétition;"en tävling; en tävlan";
1246;compétitif;konkurrenskraftig;
1246;une compétitivité;en konkurrenskraft;
1247;combiner;kombinera;
1247;une combinaison;en kombination;
1247;un combiné;en (telefon-)lur;
1247;un combineur;"en person som kombinerar, mäklar; en intrigmakare";
1248;ravir;förtjusa;
1248;ravissant;förtjusande;
1249;un pardon;en ursäkt;
1249;pardonner;förlåta;
1250;atomique;atom-;
1251;un nez;en näsa;
1252;antérieur;tidigare;
1252;antérieurement;tidigare;
1253;une adhésion;"ett stöd; en anslutning";
1254;un portrait;ett porträtt;
1254;portraire;porträttera;
1255;une coordination;en samordning;
1255;coordonner;samordna;
1255;une coordonnée;"en samordnad sats; les coordonnées=kontaktuppgifter";
1255;coordonnée;samordnad;
1255;un coordinateur;en samordnare;
1256;une rose;en ros;
1256;rose;rosa;
1257;présumer;anta, förutsätta;
1257;une présomption;ett antagande;
1258;un mensonge;en lögn;
1258;mentir;ljuga;
1258;un menteur;en lögnare;
1258;mensonger;lögnaktig;
1259;rigoureux;strikt;
1259;une rigueur;en stränghet;
1259;rigoureusement;strängt, strikt;
1260;une fréquence;en frekvens;
1260;fréquenter;umgås;
1260;fréquent;"vanlig; frekvent";
1260;fréquemment;ofta;
1260;une fréquentation;ett (flitigt) umgänge;
1261;un œuf;ett ägg;
1262;jaloux;avundsjuk;
1262;une jalousie;en avundsjuka;
1263;un ambassadeur;en ambassadör;
1263;une ambassade;en ambassad;
1264;un accessoire;en accessoar;
1265;une plage;en strand;
1266;un inspecteur;en inspektör;
1266;une inspection;en inspektion;
1266;inspecter;inspektera;
1267;une tempête;en storm;
1268;un tissu;ett tyg;
1268;tisser;väva;
1269;une souveraineté;en suveränitet;
1269;souverain;suverän;
1269;un souverain;en härskare, en suverän;
1270;une plante;en växt;
1270;planter;"plantera; sätta ner";
1271;nuire;skada;
1271;nuisible;skadlig;
1271;une nuisance;ett miljöhot, en oangelägenhet;
1272;putain;jäklar!;
1272;une putain;en hora;
1273;repérer;lokalisera;
1273;un repère;en referenspunkt;
1273;un repérage;en lokalisering;
1274;rural;lantlig;
1275;persister;"fortsätta; hålla i sig";
1275;persistant;ihållig;
1275;une persistance;en uthållighet;
1276;une coalition;en koalition;
1277;diplomatique;diplomatisk;
1277;une diplomatie;en utrikespolitik;
1277;diplomate;diplomatisk;
1277;un, une diplomate;en diplomat;
1278;oriental;östlig;
1279;embarquer;"gå ombord; ta ombord";
1279;débarquer;gå iland;
1279;un débarquement;en ilandstigning;
1280;une révolte;en revolt;
1280;révolter;uppröra;
1281;formidable;"kolossal; fantastisk";
1282;un tas;en hög;
1282;une tasse;en kopp;
1282;entasser;"samla; lägga på hög";
1282;tasser;packa ihop;
1283;déjeuner;äta lunch;
1283;un déjeuner;en lunch;
1284;disputer;tvista om;
1284;une dispute;"ett gräl; en tvist";
1285;une élite;en elit;
1286;une aube;en gryning;
1287;infliger;påtvinga;
1288;déranger;störa;
